Position,Job Title,Company,Salary,Job link,Job Profile,City,State
91,Senior Associate Data Scientist,Infosys,70000.0,https://www.indeed.com/rc/clk?jk=b22c7e0dd1c6dc5e&bb=8571CQqf6CDWYgeoBGSNS7SKcpz1cnIhnE3pPRKw_T-QES1iAf1ECqZXVg52ygQZjlfOulSd5zpA2Pqce0JT4wisrYyKvEp4uLSgWRtMIpBK9bfXfK9pjNw1ryZIlWWv&xkcb=SoDx67M39QgBijAcpj0LbzkdCdPP&fccid=c67533a523c83a4c&vjs=3,Data Scientist,Raleigh,NC
92,Data Scientist AVP,Morgan Stanley,70000.0,https://www.indeed.com/rc/clk?jk=aa2212da756bf578&bb=8571CQqf6CDWYgeoBGSNS-oUEy2zVM5Cw_drkDDDLl91lXDvC1EOdNGxoU6Ujw7MZzJFzmGufKPFOfAeDlJhjBLerLWxm7csVMMHUDRb7rQtTA0kRBtPjQ%3D%3D&xkcb=SoBF67M39QgBijAcpj0KbzkdCdPP&fccid=0c39fb2c91742dcf&vjs=3,Data Scientist,New York,NY
93,Data Scientist III,Tufts University,70000.0,https://www.indeed.com/rc/clk?jk=bd262c4006f949e1&bb=8571CQqf6CDWYgeoBGSNSy8V8qA5ddDKP0DaUx1JZYPSQZNQhHvlD5cOzJJwzTJ6rDzPIpIPPZfUEDp7WXl6HxEaJ86e5vyZ6pEMqNrZS_M-OH1gC_77Nw%3D%3D&xkcb=SoDY67M39QgBijAcpj0JbzkdCdPP&fccid=6204ad93e6d7930f&vjs=3,Data Scientist,Hybrid work in Medford,MA
94,CS - Data Scientist / Machine Learning Engineer Student,INTEL,70000.0,https://www.indeed.com/rc/clk?jk=21f1e7cad347a225&bb=8571CQqf6CDWYgeoBGSNS_XyDhN0z3M1iwGQzADLxskNgXCrJdSWALNaKmIE8V1aVanPzmD3JcriiCDi_BrCwMdusVlVSBDzeXYL2xWJFxBgOLXCV3Ttew%3D%3D&xkcb=SoBs67M39QgBijAcpj0IbzkdCdPP&fccid=936367796261bd6e&vjs=3,Data Scientist,Phoenix,AZ
95,"Senior, Data Scientist",Intellisource Colorado LLC,0.0,https://www.indeed.com/rc/clk?jk=9cb985cc672671cb&bb=8571CQqf6CDWYgeoBGSNS1a25m8ENvdIFVzfv3bnZNLmPCnva01MugLkODd7TrLMDRKrz0DCgeADw6HZtJiQvJ5P-aqpBDmCA7pqi-PFj-cHwqbP6WTzFwhgdtIPQGn-&xkcb=SoDi67M39QgBijAcpj0PbzkdCdPP&fccid=bb9c2686d851ace0&vjs=3,Data Scientist,Seattle,WA
96,Data Scientist,IPG Health,70000.0,https://www.indeed.com/rc/clk?jk=f2bfe529319ee482&bb=8571CQqf6CDWYgeoBGSNS7e7qVSYoAcRXsm1j0d7IURXi4sC0FGZoIR9V_s95HWcaHzgLk2_zVdRRbp3QfcMaG_2e5moZ2V1bYvHQU-4TYSfu-SdGyRGvsk9ud4CIfLm&xkcb=SoBW67M39QgBijAcpj0ObzkdCdPP&fccid=374f886155c4b81b&vjs=3,Data Scientist,New York,NY
97,"Sr. Data Scientist, NLP (U.S.)",PulsePoint,70000.0,https://www.indeed.com/rc/clk?jk=5dd27dda59451dfc&bb=8571CQqf6CDWYgeoBGSNS4BvhDjJhO_DHCF4VJukhnMrz3bWWMSTNhGbHQ_W7pw7bw9v-_L7vh_Ag8olN8X5uc1uYjoBziIWD_Gv3C2emjHCRyXejGw4yA%3D%3D&xkcb=SoDL67M39QgBijAcpj0NbzkdCdPP&fccid=93b6104db54859ec&vjs=3,Data Scientist,Newark,NJ
98,"Data Scientist, Data Strategy and Analytics",Abbott Laboratories,100000.0,https://www.indeed.com/rc/clk?jk=2ea3b381a5a811a1&bb=8571CQqf6CDWYgeoBGSNSzsVn10RUVaA7mCbnmscxg6JPUvt8UV5wWE2KNWiGB0MVdxzXAeKS9dvvnj3BKDQpVqoqQesdzz0PXHhlI-DWWJs2oy_ltGD-w%3D%3D&xkcb=SoB_67M39QgBijAcpj0MbzkdCdPP&fccid=77426fa86bb11d7c&vjs=3,Data Scientist,Alameda,CA
99,Sr. Data Scientist,Visa,70000.0,https://www.indeed.com/rc/clk?jk=e5dbf388e648511d&bb=8571CQqf6CDWYgeoBGSNS34_b7HaXYQM-s9Od97JRnuLSPvGDBQh2R1KTGPZRYiHVxaJvtqYgGYzl-ErZib36XDaGcLjiCNdPsg3pncmGjZ7D0PYA0NGuA%3D%3D&xkcb=SoCW67M39QgBijAcpj0DbzkdCdPP&fccid=a3f737e511d9fc8c&vjs=3,Data Scientist,Hybrid work in Highlands Ranch,CO
100,Artificial Intelligence Engineer,"Amplify Education, Inc.",70000.0,https://www.indeed.com/rc/clk?jk=cdda12d1da7546be&bb=8571CQqf6CDWYgeoBGSNS2eEAg_H-or_aYkGZXFNFUdLNdCxPFKOYHtOIsriI__XGQFe8atSpvGeo1dnUzcg5Vx55vWlFWiV5tV-Y9y-NbXIE_kBg_3ZhLtBjktawjS-&xkcb=SoAi67M39QgBijAcpj0CbzkdCdPP&fccid=a575b7c5c50b587a&vjs=3,Data Engineer,,
101,Sr Data Scientist,Procore Technologies,70000.0,https://www.indeed.com/rc/clk?jk=577bb509d82093d7&bb=8571CQqf6CDWYgeoBGSNSwEOyBA9EAYQ77WgGNJi2MOq2s-iNfn0SQ4o6x3nrUhMFHgrH5keymxkMNTHxQUJiIboCXcDdMxuqz3dbYezqXhWgPLc1olXfOXKwcZyc4Xq&xkcb=SoC_67M39QgBijAcpj0BbzkdCdPP&fccid=bc675912b67fcb67&vjs=3,Data Scientist,Austin,TX
102,Data Scientist,Chenega Corporation,0.0,https://www.indeed.com/rc/clk?jk=8f9a872d931600a0&bb=8571CQqf6CDWYgeoBGSNS6UZIx2f1Q90mVR5J6_NOGvqcjGwV2_vPJrfzPwSCRYlQxfKZ0vCQUZ3O7MYkNR33-vpo1TwnKZitIhFNg1SopyT_mZdCNQVYQ%3D%3D&xkcb=SoAL67M39QgBijAcpj0AbzkdCdPP&fccid=ebdab10e41fbc599&vjs=3,Data Scientist,,
103,Sr Data Scientist Enterprise,Academy Sports,70000.0,https://www.indeed.com/rc/clk?jk=c10b21163675e43b&bb=8571CQqf6CDWYgeoBGSNS3n_sBD9GDMRhc0C06OkCgG8p1J85yjmvP9g-nR3WGCYkSqY-rr1U7-XB4jl4Gkrq5co8T0CHLVX0o5gUnPFJnyUO1q_j2h_NA%3D%3D&xkcb=SoCF67M39QgBijAcpj0HbzkdCdPP&fccid=a01997b9e64c27a7&vjs=3,Data Scientist,Katy,TX
104,Sr. Data Scientist,Schneider Electric,70000.0,https://www.indeed.com/rc/clk?jk=38a3c0d298cf508d&bb=8571CQqf6CDWYgeoBGSNS7VY_aaimdeU9iB929dJMH2EgIOOLqmr7_gT_U0KYfzw3ICsgqkutPYrAxmkG0Wbh_7m40yBCZ2WPpW8rDyGuYlIK8lpT2iyEFqm064rpPBI&xkcb=SoAx67M39QgBijAcpj0GbzkdCdPP&fccid=8dc4399ddb463d4a&vjs=3,Data Scientist,Remote in Louisville,KY
105,"Data Scientist, Product Analytics (Early Career) - USDS",TikTok,70000.0,https://www.indeed.com/rc/clk?jk=5daa2c94e2f4baaa&bb=8571CQqf6CDWYgeoBGSNS8CAFIYsDpXoKEvbhf8JYKFhq1RFZ4w_Xkq9d4mwHH6dzU9ZlLbU46a7RCQg3JVgkA3IGJtp01426_bFeJqTUCeA2JlH_CTSn4PB8mT6NwuI&xkcb=SoCs67M39QgBijAcpj0FbzkdCdPP&fccid=caed318a9335aac0&vjs=3,Data Scientist,Hybrid work in Mountain View,CA
106,Sr. Data Scientist,Schneider Electric,70000.0,https://www.indeed.com/rc/clk?jk=38a3c0d298cf508d&bb=dSRgg_CvgP0E_8zdrIUu5nkH1H7PYmjY-bSyQzlMXM4Yl0E0AoJmABNK1T31m0WOmA9F-VPSrWrIDA9g6FShBtb_bXWjkMdwjdItkw6HORx3wDEiybRQiMjno1F59a4Z&xkcb=SoDC67M39QgBf9yRTx0LbzkdCdPP&fccid=8dc4399ddb463d4a&vjs=3,Data Scientist,Remote in Louisville,KY
107,"Data Scientist, Product Analytics (Early Career) - USDS",TikTok,70000.0,https://www.indeed.com/rc/clk?jk=5daa2c94e2f4baaa&bb=dSRgg_CvgP0E_8zdrIUu5lQfPGqDnFmMGVn1bRoHzYNkqlYmFYj4Zvk82CdWHPmERZruxnarJqUknifP-8nCAlDfvvunbeULnIllgQEyCI8QPGDijnyU_lgqdMyKZGPR&xkcb=SoB267M39QgBf9yRTx0KbzkdCdPP&fccid=caed318a9335aac0&vjs=3,Data Scientist,Hybrid work in Mountain View,CA
108,Data Scientist (All Levels),Noblis,100000.0,https://www.indeed.com/rc/clk?jk=2705e983981f9898&bb=dSRgg_CvgP0E_8zdrIUu5m8DKNZyR95-QBYov-q4OHY4DNmo_itTfuGr-wzBbee-k2uAL8QIPm8KeEdJLCWhl27Ks9sb-4i_dok2Y3Jim2z8OQz6hiV5yA%3D%3D&xkcb=SoDr67M39QgBf9yRTx0JbzkdCdPP&fccid=05d6cb8b919478a9&vjs=3,Data Scientist,McLean,VA
109,Quantitative Analytics Professional - Data Scientist (Hybrid - 3 Days in Office),Freddie Mac,70000.0,https://www.indeed.com/rc/clk?jk=d58d57019107a489&bb=dSRgg_CvgP0E_8zdrIUu5oW3B-VwLcyd-7hoMRp7ua3PemeD_geGytoLOso92_Nk4Bh8V2QX_zfjz1_AQOi87JEHYKwIX3HtvhzLy1CzYfA-V8mnxutQpw%3D%3D&xkcb=SoBf67M39QgBf9yRTx0IbzkdCdPP&fccid=6c9562e858513298&vjs=3,Data Scientist,McLean,VA
110,"Senior Data Scientist, Lodging Pricing",Hopper,0.0,https://www.indeed.com/rc/clk?jk=9eb46982efb36e17&bb=dSRgg_CvgP0E_8zdrIUu5u-6RgT4rPNU2ozqKgcL1EhTQk84QQgoOq2wQj39iM5-5r9SXz3BtlcFnIo4j8Ot7nO_TubBs5FnMLKgezUK_FO7D5EfNlFFwVejWWmOjdRz&xkcb=SoDR67M39QgBf9yRTx0PbzkdCdPP&fccid=71eb96af97fae7e9&vjs=3,Data Scientist,New York,NY
111,Data Scientist,The Swift Group,70000.0,https://www.indeed.com/rc/clk?jk=17aa0c61d430b501&bb=dSRgg_CvgP0E_8zdrIUu5nV4N2RHrkOmuS8LoB8-he2ES4e5uF2QSdHmhY1MGSAm0Ut4G4M61JjGjg3yVwtBhzHN6Vgvv56kgLpfIIT_CnXOuOAwLr85QH2Anse57iUh&xkcb=SoBl67M39QgBf9yRTx0ObzkdCdPP&fccid=13ebb8d3d91f8d2a&vjs=3,Data Scientist,Reston,VA
112,DATA SCIENTIST,The State of Florida,0.0,https://www.indeed.com/rc/clk?jk=828b47af7db5dfda&bb=dSRgg_CvgP0E_8zdrIUu5jfyzZeG3z-IkUJomLTJcUCZJomKG5XjvTAvpJKeqvxzSyIoi3ZdfYD5-xzbv4Q953UTIVGOiiQ-Sn2ViKA1SZGZ6AhkTEBJMTHEs74XdGxN&xkcb=SoD467M39QgBf9yRTx0NbzkdCdPP&fccid=0a10ade3465aa10f&vjs=3,Data Scientist,Tallahassee,FL
113,"Data Scientist, Washington Migrant Asylum Seeker Support",International Rescue Committee,70000.0,https://www.indeed.com/rc/clk?jk=38abdaa77ae75f2f&bb=dSRgg_CvgP0E_8zdrIUu5k77dAgiMCCWNE_LeWtC1UN6wRW9uS62lzsyt-Tw9IZnxiCbCWLY0aeGrAlK5DubtAQ6m-S7J77J9GP8OgmxJwjMFqJkYifZBUZptsIJO_o9&xkcb=SoBM67M39QgBf9yRTx0MbzkdCdPP&fccid=78143039abd7ee91&vjs=3,Data Scientist,Seattle,WA
114,Data Scientist II,Murphy USA,70000.0,https://www.indeed.com/rc/clk?jk=a3b40b50e0d78c84&bb=dSRgg_CvgP0E_8zdrIUu5kcuvZnw7SXtGsGF45eWx4g6lyiKS3TRUvoORNiVlAiaB5-_mEiWRTrG089vKmaTKoJbSTrTMgZL4GH0xsJCi8r4oYYwxMnbcKxRuOspZHLU&xkcb=SoCl67M39QgBf9yRTx0DbzkdCdPP&fccid=750276b65ffe11e9&vjs=3,Data Scientist,El Dorado,AR
115,"Senior Manager, Technical Program Manager - Machine Learning",Capital One,70000.0,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNUFMD4PZ3AunGrII_Xzx8fFPwzICfP4XsLBCsvIc77viSG4vqzWF_uuTGGtHJIFcyXGiclj_EQ33ewnER4woBWI_C5beQqbD43vR5-S20tvXl-bRE1VfMMmArpDbwFUdAVUGZg0XRleenMl4KhdYw8X1ptOueTN8WdM7KsEYwR7axjOOPfgDfk-Y_xnbCeHf4AGmjCXHHwLqfooReGTgl_xaJjidVShIc6LpZYoE7ptTfd11XuWSMg4yrWYe3xglvP0K9Z6UxFmPxByPtJt-sKF1hQYqEEJI1nQlTAA6Yl3zu4vfRy3obKsVtuWCSayQYPpq9wWg1B3L-PTxNsy31G51gfyzDDShM7aPFg1q7B0BpArWknorBxc8q_xrQUSOOje9wThT37ndrYIXKC6Cc2x3a5HgM-xgJixsIx0faAgs-jEph363njPayZQKxMhgC1ByPohe7HbHtWswQ6bNAVVHX6m53mL1g0wJ2AdTcJLk1SvQwSqabTVTgGUJTldSZ3UsEHSFDN_X_3PZxXwHc-yIytm7E54AI5SW0WUmlNv05CM7g8d0bf4kmwNv3T-o8AQI9vDXMmBe1s_imHiNw25vtK_3r_Ll5Hr2dAJRyJ2mTa_H3FuvyUpRwhHs1aswXpidqvdlpMMEp1g-fKU_fgQQQbA1_lj7kAXrKl9DdGN3MBYPfHfBfl7fyD1I8SLJmu5l7uY65fZER6Cyno8VUnwoyyLH4e78MCJaqVZ3Wu2H3QMHVee4XU7kOGurMINY-0HlPg9CJseIo42Wmn2GeTfazwlg-w_xGTsc5gJW4CMq&xkcb=SoDl6_M39QgBf9yRTx0CbzkdCdPP&camk=4HOcmqOLYrAY9i7xfdbs4A==&p=9&fvj=0&vjs=3,Other,Hybrid work in Richmond,VA
116,Senior Data Scientist,Hibbett | City Gear,70000.0,https://www.indeed.com/rc/clk?jk=66da143a6d04e3ce&bb=dSRgg_CvgP0E_8zdrIUu5mDbCPsS-C5cMspAf1Y7bp6v4YNgFU3EU0XXwm7P23Lm-SXh146nFmIWcceoEnkQ6ytEbqf0aQ1pVU1Phl4LUJ8som5EdXjXsmC-vCZwnkRq&xkcb=SoCM67M39QgBf9yRTx0BbzkdCdPP&fccid=06bc3f2204ca8f12&vjs=3,Data Scientist,Birmingham,AL
117,Data Scientist,Microsoft,70000.0,https://www.indeed.com/rc/clk?jk=909c65cc682ef81b&bb=dSRgg_CvgP0E_8zdrIUu5kCOyM6WYr8C2Cz0Ic3lCqIPzaS7oP7vQjq7W2zD7ZN20HlnCLkbNhIfFeQHSgRNGUhLPUjDHU3BiriHIC2vCgBdwHM6NKZYng%3D%3D&xkcb=SoA467M39QgBf9yRTx0AbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3,Data Scientist,Redmond,WA
118,Data Scientist (Data Scientist 3) - 20196,HII,0.0,https://www.indeed.com/rc/clk?jk=941c71487e8f2ce8&bb=dSRgg_CvgP0E_8zdrIUu5jVT5I153yndmaBuTqmEZRcwPZ4gUJF_rZ1gmvCukzhSkIfd4XgBOxwljsakze877enV_X2ME6bSLGDY9yOFoz4y6TcRzA8JCKIRhYFi_LqA&xkcb=SoC267M39QgBf9yRTx0HbzkdCdPP&fccid=9f2bb83bd9bfe2fc&vjs=3,Data Scientist,Doral,FL
119,Data Scientist,Hubcom,70000.0,https://www.indeed.com/rc/clk?jk=996f242007bf6d1e&bb=dSRgg_CvgP0E_8zdrIUu5j_UUAhbd0b-M6uMyvlYT_Yfht2NZsvbBnPjGmGllBSSc3Azf_PXatgxtVCPokmQmBsldGXgpiCyGK1Cc7q1qjzG1-UGlNn76EYZZeE-1jdO&xkcb=SoAC67M39QgBf9yRTx0GbzkdCdPP&fccid=02eb2164b19627ed&cmp=Hubcom&ti=Data+Scientist&vjs=3,Data Scientist,Beverly Hills,CA
120,Data Scientist,Chickasaw Nation Industries,70000.0,https://www.indeed.com/rc/clk?jk=2ae809d9d49ec55a&bb=dSRgg_CvgP0E_8zdrIUu5qR3znoH4TFC7NcezH2sAS0spFYv_ZAUEJaCckEOqUWoXacY7FsrtwlqJSxejBWmYAufPXbKJtfi75E2veMJIqdtiy7WmBQVttDv1HN9TfqP&xkcb=SoCf67M39QgBf9yRTx0FbzkdCdPP&fccid=935ad9e9ef376f5e&vjs=3,Data Scientist,Washington,DC
121,"Principal, Data Scientist",Alpine Physician Partners,70000.0,https://www.indeed.com/rc/clk?jk=a5eb025ddf377512&bb=wC7y6l0EOJivdeYiUKJVFYZE_cVzBTV6s8GbrtiCIjxMUVz49ZF9cgVzt7G1WUm3ZjwhLu3KN3TFSNZ_e64sV1TOXS6zJ7S4XjRRVJKsj1PmVWCpq0kEm9rzWx0gzPoV&xkcb=SoDv67M39QgBKpw3xJ0LbzkdCdPP&fccid=3e1184af2df208d9&vjs=3,Data Scientist,,
122,Data Scientist,US Internal Revenue Service,70000.0,https://www.indeed.com/rc/clk?jk=af2b9b50c81f32be&bb=wC7y6l0EOJivdeYiUKJVFQvEnnyQaw1qozOuRs3bWwpB3KCkc-AVn8D57MGf2tvyHUo2GxSzk8iUc28ypb0DrcORP-oneEQ2jV_220n6bF7oGoPIfUXXQA%3D%3D&xkcb=SoBb67M39QgBKpw3xJ0KbzkdCdPP&fccid=39ca88c90a37b09b&vjs=3,Data Scientist,Hybrid work in Huntsville,AL
123,Data Scientist,Sev1Tech,70000.0,https://www.indeed.com/rc/clk?jk=f5ac7a651ebc1c97&bb=wC7y6l0EOJivdeYiUKJVFYZE_cVzBTV6l_AQtUfC-TLdaykg5fd0BuZtgB_Qy74aS30-Qtsd8FllriwCMKRBuX8nkJ447V-FiqAVc40lBxHBn4GnIN-ALVCfipcad-Li&xkcb=SoDG67M39QgBKpw3xJ0JbzkdCdPP&fccid=99166376c05f4841&vjs=3,Data Scientist,Fort Belvoir,VA
124,Data Scientist,Andromeda Systems Incorporated,70000.0,https://www.indeed.com/rc/clk?jk=24f9805a5d9412df&bb=wC7y6l0EOJivdeYiUKJVFRhOU9xqqcQ8F_MNPMf4MLjb3N7Arn44y8f7dIVz0mdzyFvWSE0kupT1AQTBo2Im-igh1XAo7WLl3Wp_-8qY-AATLLa13S2iwCL4xxo3b3e_&xkcb=SoBh67M39QgBKoQ3xJ0LbzkdCdPP&fccid=6556943afc7913f5&vjs=3,Data Scientist,Jacksonville,FL
125,Data Scientist Graduate (E-commerce Governance)-2025 Start (BS/MS),TikTok,0.0,https://www.indeed.com/rc/clk?jk=acdeb685b8743f8c&bb=wC7y6l0EOJivdeYiUKJVFRp2dBprX5bqknPvnK931VsKUvmmUXCMkpyl81YB4sXZIbhWuOkrCiTAQABj6v89A3KA_K5tDA67-GRgQx7YVKjGzJRP9PGGjYf-WWEbXJMI&xkcb=SoDV67M39QgBKoQ3xJ0KbzkdCdPP&fccid=caed318a9335aac0&vjs=3,Data Scientist,Seattle,WA
126,Data Scientist,Parsons,0.0,https://www.indeed.com/rc/clk?jk=364143882cdc24b4&bb=wC7y6l0EOJivdeYiUKJVFW3dZJ2Ng8vGS2ZLXV8oqAA8NtCiGaDO-1n04sf3y82MLPz9aHdeWuJNRnDLbF2gFin7R8mVxWL7DkA3xMkO_lQ1Ye_z1hR_o2HOHZEEGNVj&xkcb=SoBI67M39QgBKoQ3xJ0JbzkdCdPP&fccid=e8f998ddd15bac9c&vjs=3,Data Scientist,,
127,"Staff Data Scientist, Dashboard Analytics",Square,70000.0,https://www.indeed.com/rc/clk?jk=cf36a472e251825e&bb=wC7y6l0EOJivdeYiUKJVFTGMUISo0fhyBVlE24njCmd4-ZnBbpzTPhWlfbSbu--dL8FPQsR51yx0MnLDTM2Di2Svo1ugJqBLNtovk5_Y0AkomaLIsuSjrNHc_f15Laun&xkcb=SoD867M39QgBKoQ3xJ0IbzkdCdPP&fccid=6f1129ccfbf5c9e9&vjs=3,Data Scientist,San Francisco,CA
128,Sr. Data Scientist,omega solutions inc,70000.0,https://www.indeed.com/rc/clk?jk=8109a1ef6d8c9fef&bb=wC7y6l0EOJivdeYiUKJVFbNPoeLyW9FT0PttaEpVUhSIZ6gqB-HO5KzdFGVV2YuyTIOBm3JzWEC7srQwGnTnUbTlrZUM58U6dFUUu5ZVZJIGQaBJSufmDNHgtyQXFwBF&xkcb=SoBy67M39QgBKoQ3xJ0PbzkdCdPP&fccid=9e399301940ed66e&vjs=3,Data Scientist,Santa Ana,CA
129,Data Scientist,Yale University,70000.0,https://www.indeed.com/rc/clk?jk=bd2339bf9e1d0ecd&bb=wC7y6l0EOJivdeYiUKJVFZM8n0FsWNXqtffZV5J8GjtxrMgkbYY3wnMMq1NU0KEfx4rCRTBhy3h8WOFBjB2TTWJ6E1qxET8Ted4xJv1BH3fahCix12-PQg%3D%3D&xkcb=SoDG67M39QgBKoQ3xJ0ObzkdCdPP&fccid=24aa47c814aee6e7&vjs=3,Data Scientist,Hybrid work in New Haven,CT
130,Lead Data Scientist,STLogics,70000.0,https://www.indeed.com/rc/clk?jk=4284a1fa63a29edd&bb=wC7y6l0EOJivdeYiUKJVFaQWEqT2ZaOlgp78U0WS9gsKpL2p18vYR-cvuc8HZK-bbrIss5_UnG8J9b1Gz2PKMiQZfoAaL0BzfZdS3CDFw9HLWvyXmwNBJlHJ36WR2Uvi&xkcb=SoBb67M39QgBKoQ3xJ0NbzkdCdPP&fccid=67fd5ed73fbc9625&cmp=STLogics&ti=Lead+Data+Scientist&vjs=3,Data Scientist,Hybrid work in Indianapolis,IN
131,Senior Data Scientist,2U,70000.0,https://www.indeed.com/rc/clk?jk=2af83b8b37c62f24&bb=wC7y6l0EOJivdeYiUKJVFWnB4OzeE96A_3Icv4BlaJ33zAkT3fDaRpP15wlBlfsUTFDhIOjSAiOCADKB87e3NXfjNKXIPEik-dVTSXzuA0uXWfFSbLGvv9Kb0f-qT_ov&xkcb=SoDv67M39QgBKoQ3xJ0MbzkdCdPP&fccid=8f236bae1b36b1dc&vjs=3,Data Scientist,Lanham,MD
132,Data Scientist,Southern Glazer’s Wine and Spirits,0.0,https://www.indeed.com/rc/clk?jk=e878609eeb3635b5&bb=wC7y6l0EOJivdeYiUKJVFTGMUISo0fhyqvRRuwK8teYIXa5DK7k6jqWmtwQaZSG7XaZLrTtG6xbbeFPgc7yzKdvbqNA5kabQmbBlRsSoM2JNZJk10eE9lTUj14LAHt-p&xkcb=SoAG67M39QgBKoQ3xJ0DbzkdCdPP&fccid=52a28443b9a60e8d&vjs=3,Data Scientist,Miramar,FL
133,Data Scientist,Syntelligent Analytic Solutions,70000.0,https://www.indeed.com/rc/clk?jk=c3a1da24ca8520ce&bb=wC7y6l0EOJivdeYiUKJVFQSFTc-Bb5Z7ZWOGAVhoMUNT0XuEhQf0iRwbKgZ_6WqUmU-zZcfeLqux6xKdrt2d9ZPpbPr7yX7Lq9zUWzGopGdptyjBYOfPdYc2Z08eOfTG&xkcb=SoCy67M39QgBKoQ3xJ0CbzkdCdPP&fccid=025f5fd370e93345&vjs=3,Data Scientist,Washington,DC
134,Data Scientist / Project Manager,PlantSustain Inc.,70000.0,https://www.indeed.com/rc/clk?jk=1f51d87ca2ba837c&bb=wC7y6l0EOJivdeYiUKJVFVjMbvHofV9WEX5v6HBK5RDoyYg1_erhIaLf1uJzYJBQcu01gZIYf92iOs3rJo5GbrcUh3fsEz8ey71Rn2-DP-SK0D_WHGk8KX8smLZb075P&xkcb=SoAv67M39QgBKoQ3xJ0BbzkdCdPP&fccid=f4c32291f4d3110d&cmp=PlantSustain-Inc.&ti=Data+Project+Manager&vjs=3,Data Scientist,Danville,VA
135,Quality Data Scientist,BlueOval SK,70000.0,https://www.indeed.com/rc/clk?jk=64ede6d617db809c&bb=wC7y6l0EOJivdeYiUKJVFRLX3rVVFcMPQywO4BCIXXMqdNuNMZrw3DQeBVNigAIQW_7iSQYNzpsFDHl8D3-mW69Mlt8g3F2isHEHOjIjQbQwFVv_iAistmiHWAR7tRpi&xkcb=SoCb67M39QgBKoQ3xJ0AbzkdCdPP&fccid=50c3d43518e90183&vjs=3,Data Scientist,Stanton,TN
136,Principal Data Scientist,MEDSTAR HEALTH,70000.0,https://www.indeed.com/rc/clk?jk=ddf21fec3dba48f3&bb=qmMNNs4mJ3JnEqzMOo7PPPQeYRt6tcT0KSB3c0GoXm8b-lrXMwkgr2xn1Niy4W1uBSyQl64Zlk5UNzdkuMKbG8KlV6TZQnDJWxRX8Lrz9Lo7Zf-r-lcGgg%3D%3D&xkcb=SoAF67M39QgA4YwGrJ0LbzkdCdPP&fccid=15052e463273cdf3&vjs=3,Data Scientist,,
137,Data Scientist - Forest Futures Lab,Cary Institute of Ecosystem Studies,70000.0,https://www.indeed.com/rc/clk?jk=9db3b8ba1371339a&bb=qmMNNs4mJ3JnEqzMOo7PPN8IJcusNk5A0-Fctnqt61qTZMOs7NpQAJn9nlAnsPGBodrxnA0wGCnL8WtU_f8JgdPAkT2Mk2cnbxla_1fAEP63tpMyVeDCYJ5eI3qTbqmu&xkcb=SoCx67M39QgA4YwGrJ0KbzkdCdPP&fccid=fcdc402e300b6775&vjs=3,Data Scientist,Millbrook,NY
138,Data Scientist,Metropolitan Police Department,70000.0,https://www.indeed.com/rc/clk?jk=22ea9471a8e955ff&bb=qmMNNs4mJ3JnEqzMOo7PPETTb04GznbKK80d4NlWbafJsQq4hf0hzoScxn5qmF8PTtwPwMcPbPDpp-mFn9_jhcJIEgwdiafMs6oYq8NPRoBsU47hd5OvPX3DzkcNLDYE&xkcb=SoAs67M39QgA4YwGrJ0JbzkdCdPP&fccid=6def73afac1541ee&vjs=3,Data Scientist,Washington,DC
139,Data Scientist II,University of Rochester,70000.0,https://www.indeed.com/rc/clk?jk=6eea4b355329a0a4&bb=qmMNNs4mJ3JnEqzMOo7PPBMyZkhCOit2pVzrD4-S6_5Bp_M4_5glS7dBkEsbjTTJAEeB4q2uB2O7Om3tdh3HrpIQOSayiFf_6oToRJbpmviWgRPk7to8WGIXaQ8GbVsV&xkcb=SoCY67M39QgA4YwGrJ0IbzkdCdPP&fccid=92278e592a11e3a5&vjs=3,Data Scientist,Rochester,NY
140,Platform Data Analyst,Reveleer,70000.0,https://www.indeed.com/rc/clk?jk=aedb527fc5023e31&bb=qmMNNs4mJ3JnEqzMOo7PPAVbNUtQAwPk0rnRHUffDeOu35F6Ee3g84zr_y-Ehs8vShg2mRnL2-y2BuxVxOR7z-faGmjBBQ1sZ1V5gcLhKGUViO-1ut6B1vYUuvjhSU-a&xkcb=SoAW67M39QgA4YwGrJ0PbzkdCdPP&fccid=9a4203cb5eab1466&vjs=3,Data Analyst,,
141,Data Scientist,"Ingenio, LLC",70000.0,https://www.indeed.com/rc/clk?jk=436eae1acb0ccbea&bb=qmMNNs4mJ3JnEqzMOo7PPN8IJcusNk5A9A5Fs6W-4C-0tXlKqa7XhEI-XUTPAnSCJfu2yJhj4kJEn5q696zVQM9ajOBRyP3il5DGOi0C0dN1ICtPTvqeI_uO98WmEG3P&xkcb=SoCi67M39QgA4YwGrJ0ObzkdCdPP&fccid=5f781a1a9a15d952&vjs=3,Data Scientist,,
